Country,Features,Region,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
        Czechia,net imports ,Europe,-10.017,-9.539,-11.387,-16.213,-15.717,-12.634,-12.631,-16.153,-11.469,-13.644,-14.948,-17.044001,-17.120001,-16.886998,-16.3,-12.514998,-10.974002,-13.036937,-13.907093,-13.0966045,-10.1528603,-11.0752663
        Denmark,net imports ,Europe,0.665,-0.575,-2.071,-8.545,-2.872,1.369,-6.935,-0.95,1.455,0.334,-1.135,1.319999,5.214,1.081998,2.854997,5.911561,5.057093,4.562716,5.2243421,5.8155407,7.49656,6.4654174
        Estonia,net imports ,Europe,-0.887,-0.791,-0.69,-1.896,-1.794,-1.608,-0.75,-2.42,-0.941,0.082,-3.253999,-3.562,-2.24,-3.588001,-2.753999,-0.925002,-2.037001,-2.734001,-1.8970001,2.1570001,3.6415293,2.6287367
        Faroe Islands,net imports ,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Finland,net imports ,Europe,11.88,9.959,11.925,4.852,4.87,17.015,11.401,12.557,12.772,12.085,10.501,13.851999,17.443998,15.715003,17.967001,16.337001,18.951003,20.424999,19.9360001,20.042,14.976,17.2864613
        Former Czechoslovakia,net imports ,Europe,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Former Serbia and Montenegro,net imports ,Europe,3.954,3.15,3.613,2.79,-0.273,-1.943,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Former Yugoslavia,net imports ,Europe,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        France,net imports ,Europe,-69.479,-68.361,-77.034,-66.414,-61.906,-60.328,-63.341,-56.813,-47.988,-25.934,-30.713001,-56.413001,-44.521,-48.461,-67.190002,-64.062999,-41.500999,-40.128862,-62.9666953,-57.6670489,-45.0391938,-44.8369104
        Germany,net imports ,Europe,3.057,3.657,9.998,-3.272,-2.621,-4.566,-16.977,-16.555,-20.1,-12.273,-14.954999,-3.765,-20.542002,-32.193001,-33.885,-48.281997,-50.524997,-52.459002,-48.736,-32.6652839,-19.1768604,-18.9016764
"        Germany, East",net imports ,Europe,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"        Germany, West",net imports ,Europe,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Gibraltar,net imports ,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Greece,net imports ,Europe,-0.011,2.5,2.896,2.093,2.82,3.78,4.202,4.355,5.613,4.368,5.706,3.232001,1.785,1.887,8.819001,9.607997,8.796001,6.237002,6.2780001,9.9440001,8.8615684,3.6855482
        Hungary,net imports ,Europe,3.44,3.171,4.256,6.939,7.468,6.227,7.207,3.986,3.903,5.513,5.195,6.643,7.967001,11.877,13.39,13.686,12.711001,12.877998,14.3480002,12.5839998,11.677,12.7538022
        Iceland,net imports ,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Ireland,net imports ,Europe,0.098,-0.25,0.503,1.166,1.574,2.044,1.778,1.33,0.45,0.764,0.470327,0.490095,0.413476,2.242194,2.149058,0.67337,-0.711747,-0.678502,-0.0277299,0.6445403,-0.1518538,1.4464858
        Italy,net imports ,Europe,44.347,48.377,50.597,50.968,45.635,49.155,44.985,46.283,40.035,44.959,44.16,45.731999,43.103003,42.138002,43.715999,46.377998,37.027001,37.760651,43.8987892,38.141233,32.200385,42.7941714
        Kosovo,net imports ,Europe,--,--,--,--,--,--,--,--,0.412,0.494,0.466,0.418,0.154,-0.342,0.491,0.131,-0.507,0.36209,0.148367,0.023503,-0.317574,0.158006154
        Latvia,net imports ,Europe,1.878,1.843,2.21,2.633,2.097,2.148,2.508,3,2.52,1.654,0.873,1.244998,1.690999,1.355002,2.317001,1.820997,1.033001,-0.064165,0.9088811,1.1180777,1.6256351,1.7724427
        Lithuania,net imports ,Europe,-0.8,-4,-6.488,-7.53,-7.195,-2.966,-0.428,-1.372,-0.957,-2.932,5.990002,6.739,6.618998,6.945997,7.622999,7.208,8.275,8.677202,9.6325,9.3435319,7.9085319,9.0437604
        Luxembourg,net imports ,Europe,5.722,5.646,3.438,3.704,3.374,3.261,3.557,3.96,4.346,3.418,4.06344,4.481956,4.110319,4.944007,4.893782,5.599318,6.298701,6.178041,6.161336,5.8787946,5.4648781,5.7213268
        Malta,net imports ,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.054,1.527,0.861305,0.620451,0.636549,0.415577,0.511
        Montenegro,net imports ,Europe,--,--,--,--,--,--,1.656,2.059,1.463,0.979,0.002,1.562,1.212,-0.345,0.261,0.523,0.304,1.1203,-0.196,0.2531,0.079,0.079
        Netherlands,net imports ,Europe,18.915,17.283,16.382,16.992,16.217,18.293,21.459,17.574,15.851,4.891,2.774998,9.089,17.109861,18.236999,14.726999,8.748131,4.914372,3.506215,7.9699253,0.8552349,-2.6591573,0.252953
        North Macedonia,net imports ,Europe,0.12,0.352,0.791,0.953,1.176,1.599,1.795,2.491,2.733,1.438,1.42,2.676,2.669,2.429,2.96,2.513,2.031,1.982974,1.919577,1.827981,2.326606,2.478
        Norway,net imports ,Europe,-19.055,3.571,-9.711,7.874,11.455,-12.042,0.854,-10.035,-13.863,-8.983,7.548999,-3.074999,-17.814998,-5.005999,-15.584997,-14.645,-16.410999,-15.165,-10.1491782,0.0440002,-20.47212,-17.5838122
        Poland,net imports ,Europe,-6.373,-6.729,-7.068,-10.161,-9.293,-11.186,-10.986,-5.348,-0.669,-2.191,-1.354,-5.242002,-2.839999,-4.521001,2.165999,-0.334,1.999,2.287001,5.6945032,10.622975,13.267044,0.887772
        Portugal,net imports ,Europe,0.931,0.239,1.899,2.794,6.481,6.824,5.441,7.488,9.431,4.776,2.623001,2.812998,7.895004,2.775999,0.903,2.265999,-5.085002,-2.683973,-2.6569681,3.3986508,1.4565241,4.7533542
        Romania,net imports ,Europe,-0.67,-1.377,-2.854,-2.084,-1.166,-2.903,-4.273,-2.09,-4.248,-2.295,-2.274,-1.906,0.253,-2.016,-7.126,-6.728,-5.017,-2.89338,-2.544025,1.518386,2.792316,2.198
        Serbia,net imports ,Europe,--,--,--,--,--,--,-0.81,-0.086,0.073,-1.425,-0.297,-0.278,0.389,-2.537,1.563,-0.918,-1.922,0.824861,0.116487,0.076032,-0.604743,0.651
        Slovakia,net imports ,Europe,-2.696,-3.678,-4.157,-2.255,-1.862,-3.265,-2.331,1.725,0.521,1.312,1.041001,0.726998,0.393,0.090999,1.102002,2.387999,2.651,3.027999,3.6819999,1.6999998,0.319,0.7881502
        Slovenia,net imports ,Europe,-1.252,-1.787,-1.13,0.164,-0.78,-0.324,0.051,0.229,-1.599,-3.059,-2.120001,-1.372,-1.039,-1.289998,-2.742998,-0.048002,-1.176001,-0.515661,-0.5021626,-0.2384027,-2.0031072,-0.2704215
        Spain,net imports ,Europe,4.441,3.45,5.329,1.263,-3.028,-1.343,-3.28,-5.751,-11.039,-8.104,-8.333,-6.090999,-11.199,-6.751,-3.405999,-0.133,7.666999,9.169001,11.1019999,6.8623256,3.279584,0.8820084
        Sweden,net imports ,Europe,4.678,-7.29,5.356,12.83,-2.104,-7.392,6.04,1.316,-1.961,4.685,2.077998,-7.233,-19.573,-10.001999,-15.623001,-22.599999,-11.734999,-18.992,-17.223,-26.1610003,-24.9975454,-25.568867
        Switzerland,net imports ,Europe,-7.07,-10.444,-4.508,-3.112,-0.703,6.35,2.703,-2.062,-1.135,-2.157,0.519998,2.587001,-2.2,-2.396,-5.491,-1.034999,3.923,5.55,-1.587,-6.2599999,-5.56,2.6577902
        Turkiye,net imports ,Europe,3.354,4.146,3.153,0.57,-0.681,-1.162,-1.663,-1.558,-0.333,-0.734,-0.774,0.911001,2.872996,6.201998,5.257,3.940999,4.878003,-0.575402,-0.63499,-0.577161,-0.5941222,-1.855978
        United Kingdom,net imports ,Europe,14.174,10.399,8.4148,2.1603,7.4896,8.3209,7.517,5.2145,11.0221,2.8609,2.6634,6.2219,11.8639,14.43089,20.51979,21.10556,17.74505,14.75993,19.10765,21.17047,17.90988,24.5773724
        Afghanistan,net imports ,Asia & Oceania,0.1,0.1,0.1,0.1,0.1,0.105,0.432,0.609,0.752,1.155,1.572,2.246,3.071,3.615,3.71,3.779,4.333,4.6113,4.986,4.912,5.15188,5.368356939
        American Samoa,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Australia,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Bangladesh,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.265,3.38,3.822,4.656,4.783,6.786,6.671,6.555002879
        Bhutan,net imports ,Asia & Oceania,-1.378,-1.384,-1.537,-1.827,-1.603,-1.696,-2.491,-5.351,-5.913,-5.341,-5.448,-5.233,-4.837,-5.445,-4.988,-5.596,-5.676,-5.609,-4.447,-6.05023,-5.9,-5.206106667
        Brunei,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Burma,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.381,-1.393,-1.431,-1.276,-1.341,-1.341
        Cambodia,net imports ,Asia & Oceania,0,0.002,0.007,0.013,0.018,0.029,0.054,0.103,0.276,0.725,1.547,1.826,2.105,2.279,1.803,1.547,1.582,1.442,1.567,3.063,3.82,3.605209587
        China,net imports ,Asia & Oceania,-8.754,-8.6,-8.404,-7.364,-6.076,-6.183,-6.882,-10.315,-12.802,-11.38,-13.514,-12.745,-10.779,-11.231,-11.408,-12.444,-12.722,-13.047,-15.218,-16.797,-17.042,-17.70071929
        Cook Islands,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Fiji,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        French Polynesia,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Guam,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Hawaiian Trade Zone,net imports ,Asia & Oceania,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Hong Kong,net imports ,Asia & Oceania,9.023,8.819,8.007,7.389,6.75,6.503,6.369,6.924,7.248497,7.232,7.902,7.778,9.318,8.319,9.062,10.555,10.416,11.235,12.043,12.382,12.7,12.555
        India,net imports ,Asia & Oceania,1.345,1.268,1.345,1.69,1.695,1.554,2.741,4.94,5.511,5.301,5.548,5.118,4.641,3.947,0.575,0.094,-1.093,-2.131,-4.098,-3.14,-0.108,-1.880918965
        Indonesia,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0.00126,0.00222,0.00254,0.00299,0.00303,0.00899,0.01275,0.6927,1.11947,1.49589,1.68312,1.553,0.97273
        Japan,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Kiribati,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Laos,net imports ,Asia & Oceania,-2.82939,-2.67985,-2.5355,-2.02783,-2.16507,-2.2,-1.86,-1.44,-1.465,-0.741,-5.436,-9.765,-9.034,-11.222,-10.377,-9.499,-18.788,-24.401,-26.914,-22.769,-29.37,-31.15037415
        Macau,net imports ,Asia & Oceania,0.1,0.192,0.189,0.179,0.151,0.341,0.965,1.683,2.311,2.2267,2.7865,3.1648,3.8553,4.0586,4.0988,4.0545,4.3058,3.9515,4.911,4.9761,4.8526,5.1923
        Malaysia,net imports ,Asia & Oceania,-0.024,-0.088,-0.066,-0.1,0.048,-2.231,-2.32,-2.262,-0.478,-0.086,-0.151,0.36,0.093,0.188,0.011,0.01,-0.661,-1.117,-1.49,-1.658,-1.658,-1.648522061
        Maldives,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Micronesia,net imports ,Asia & Oceania,,,,,,,,,,,,,,,,,,,,,,
        Mongolia,net imports ,Asia & Oceania,0.156,0.178,0.149,0.164,0.163,0.164,0.221,0.198,0.182,0.1385,0.2409,0.2515,0.345,1.1775,1.3162,1.3658,1.4103,1.5483,1.6387,1.6987,1.6429,1.630156294
        Nauru,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Nepal,net imports ,Asia & Oceania,0.101,-0.023,0.059,-0.056,0.13,0.169,0.252,0.365,0.31,0.564,0.663,0.742,0.786,1.316,1.367,1.775,2.172,2.579,2.778,1.622,2.782,2.77074155
        New Caledonia,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        New Zealand,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Niue,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        North Korea,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Northern Mariana Islands,net imports ,Asia & Oceania,,,,,,,,,,,,,,,,,,,,,,
        Pakistan,net imports ,Asia & Oceania,0,0,0,0.073,0.109,0.146,0.171,0.199,0.227,0.249,0.269,0.274,0.375,0.419,0.443,0.463,0.496,0.556,0.487,0.514,0.514,0.513412812
        Papua New Guinea,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Philippines,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Samoa,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Singapore,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Solomon Islands,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        South Korea,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Sri Lanka,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Taiwan,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Thailand,net imports ,Asia & Oceania,2.8163376,2.714237427,2.624340277,2.267296078,3.124792984,3.870798635,4.565725469,3.743679879,1.82247965,1.154589017,5.94013205,9.439069444,8.615577724,10.77756923,10.19341433,12.14767002,18.38902426,23.32145873,25.57626836,22.66464162,26.93298817,28.67575368
        Timor-Leste,net imports ,Asia & Oceania,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Tonga,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Tuvalu,net imports ,Asia & Oceania,,,,,,,,,,,,,,,,,,,,,,
        U.S. Pacific Islands,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Vanuatu,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Vietnam,net imports ,Asia & Oceania,0,0,0,0,0,0.383,0.966,2.63,3.22,3.729,4.635,3.873,1.452,2.326,1.441,0.977,1.327,0.711,1.615,1.249,1.512,1.522273574
        Wake Island,net imports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Bahrain,net imports ,Middle East,0,0,0,0,0,0,0.003,0.013,-0.19,0.168,0.173,0.12,-0.155,0.017,0.003,-0.008,-0.017,0.043,0.205,0.205,0.205,0.205
        Iran,net imports ,Middle East,-0.722,-0.304,0.186,0.57,0.333,-0.677,-0.235,-0.678,-2.191,-4.084,-3.692,-5.012,-7.132,-7.879,-5.888,-2.674,-2.467,-4.32,-3.707,-3.627,-3.627,-3.627
        Iraq,net imports ,Middle East,0,0,0,0,1.318,1.241,2.688,2.196,2.973,5.585,5.442,7.233,10.17,12.202,12.251,13.104,11.965,11.787,21.793,34.396,18.609,18.609
        Israel,net imports ,Middle East,-1.457,-1.399,-1.387,-1.47,-1.459,-1.667,-1.844,-2.081,-3.666,-3.783,-3.966,-4.222,-4.434,-4.675,-4.844,-5.197,-5.553,-5.649,-5.863,-6.311,-6.243,-6.523
        Jordan,net imports ,Middle East,0.42,0.298,0.322,0.969,0.788,0.737,0.459,0.032,0.224,0.244,0.612,1.652,0.68,0.322,0.371,0.554,0.288,-0.006,0.094,0.141,0.1909,0.133790188
        Kuwait,net imports ,Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Lebanon,net imports ,Middle East,1.4,1.1,0.9,0.532,0.216,0.455,0.929,0.972,0.561,1.155,1.245,0.84,0.323,0.522,0.136,0.268,0.069,0.534,0.011,0.09,0,0.09
        Oman,net imports ,Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Palestinian Territories,net imports ,Middle East,2.263,2.083,2.307,2.315,2.598,2.862,3.096,3.188,3.864,3.983,4.159,4.622,4.909,4.734,4.935,5.413,5.473,5.577,5.916,6.2491,6,6.207428571
        Qatar,net imports ,Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saudi Arabia,net imports ,Middle East,0,0,0,0,0,0,0,0,0,0,-0.002,-0.069,-0.0537,-0.048,-0.0503,-0.0507,-0.7192,-0.0348,-0.034,0.304,-0.368,-0.301707833
        Syria,net imports ,Middle East,0,0,0,-0.249,-0.549,-0.665,-0.782,0.405,-0.042,-0.072,-0.353,-0.29,0,-0.529,-0.138,-0.262,-0.067,-0.543,-0.543,-0.347,-0.317,-0.317
        United Arab Emirates,net imports ,Middle East,0,0,0,0,0,0,0,0,0,0,0,-0.02,-0.034,-0.016,-0.028,-0.015,0.635,-0.103,-0.029,-0.012,-0.029,-0.029
        Yemen,net imports ,Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Bermuda,net imports ,North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Canada,net imports ,North America,-35.830476,-22.295986,-21.3054,-5.740112,-10.525378,-23.85138,-19.112009,-30.950633,-32.157611,-33.618118,-25.702264,-36.555189,-46.977421,-50.875536,-47.334904,-62.181458,-63.800637,-62.146465,-48.206342,-47.014851,-57.584808,-38.073045
        Greenland,net imports ,North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Mexico,net imports ,North America,0.874,0.056,0.202,-0.866,-1.274,-1.672,-0.776,-1.174,-1.101,-0.903,-0.951,-0.697001,1.060999,-0.03,-0.529,-0.670001,0.263998,0.346997,1.247,0.8229998,4.01,2.419
        Saint Pierre and Miquelon,net imports ,North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        U.S. Territories,net imports ,North America,,,,,,,,,,,,,,,,,,,,,,
        United States,net imports ,North America,33.762894,22.026954,20.983396,6.4198474,11.312198,24.778346,18.419975,31.25211,32.821222,34.052611,25.977006,37.251158,47.26142,57.875843,53.212031,66.67058,66.502246,56.314114,44.45611,39.044429,47.314184,39.325422
        Antarctica,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Antigua and Barbuda,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Argentina,net imports ,Central & South America,1.222,1.758,5.844,5.035,3.468,3.877,2.358,7.599,5.483,6.156,8.6,9.666,7.612,7.796,9.862,8.963,9.522,10.462,9.562,10.687,4.713,2.498
        Aruba,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Barbados,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Belize,net imports ,Central & South America,0,0.159,0.181,0.189,0.236,0.254,0.21,0.225,0.248,0.216,0.16,0.171,0.238,0.234,0.233,0.255,0.243,0.23,0.235,0.38373,0.35,0.35
        Bolivia,net imports ,Central & South America,0.016,0.01,0.009,0.009,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Brazil,net imports ,Central & South America,42.996,37.854,36.56,38.194,37.385,39.042,41.164,38.832,42.212,39.984,34.649,35.886,40.255,40.334,33.775,34.423,40.795,36.355,34.979,24.957,24.718,23.103
        British Virgin Islands,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Cayman Islands,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Chile,net imports ,Central & South America,1.19,1.351,1.8,1.7,1.903,2.152,2.285,1.62766,1.154,1.348,0.958,0.732,0,0,0,0,-0.002,-0.039,0,0,0,0
        Colombia,net imports ,Central & South America,0.063,-0.17,-0.61,-1.107,-1.634,-1.742,-1.792,-0.83729,-1.396,-1.056,-0.788,-1.535,-0.7085,-1.348,-0.802,-0.415,0.333,0.069162,0.105967,1.75898,1.0507941,0.4574924
        Costa Rica,net imports ,Central & South America,-0.475,-0.249,-0.443,-0.173,-0.238,0.011,0.08889,0.16367,-0.07,0.017,0.029,-0.037,0.017,0.047,0.204,-0.106375,-0.343812778,-0.7094726,-0.7469239,-0.3720474,-1.1234763,-1.003
        Cuba,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Dominica,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Dominican Republic,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Ecuador,net imports ,Central & South America,0.02,0.025,0.055,1.053,1.607,1.707,1.56877,0.82246,0.462,1.099,0.863,1.281,0.226,0.633,0.79,0.466,-0.32,-0.193,-0.149928,-1.8212,-1.09,-1.09
        El Salvador,net imports ,Central & South America,0.788,0.656,0.379,0.33,0.382,0.284,0.002,0.031,-0.006,0.129,0.085,0.114,0.085,0.192,0.381,0.899,0.988,1.585,1.759,1.292,0.643,0.656874446
        Falkland Islands,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        French Guiana,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
        Grenada,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Guadeloupe,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
        Guatemala,net imports ,Central & South America,-0.704,-0.241,-0.385,-0.397,-0.423,-0.316,-0.082,-0.12377,-0.071,-0.057,0.223,0.318,0.026,-0.275,-0.499,-0.502,-0.588,-0.967,-1.67427,-1.049,-0.071,-0.071
        Guyana,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Haiti,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Honduras,net imports ,Central & South America,0.276,0.308,0.415,0.331,0.34249,0.055,0.019,0.012,-0.012,-0.051,0.009,0.194,0.187,0.107,0.823,0.1497,0.2976,0.4211,0.3643,-0.2805,-0.166,-0.166
        Jamaica,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Martinique,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
        Montserrat,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Netherlands Antilles,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Nicaragua,net imports ,Central & South America,0.113,0.017,0.009,-0.009,0.001,0.017,0.04432,0.06395,0.02797,0,-0.033,-0.031,0.017,0.03574,-0.027,0.012,0.187,0.326,0.201,0.433849,1.071,1.355061335
        Panama,net imports ,Central & South America,0.182,-0.073,-0.014,-0.177,-0.051,0.004,-0.014607,-0.11614756,0.074,-0.03077,0.032,0.064,-0.04,0.004,0.095,-0.1219,-0.368,-0.3114,-0.3128,-0.3497,-0.4501,-0.506769133
        Paraguay,net imports ,Central & South America,-47.358,-39.137,-41.777,-45.18,-45.005,-43.79,-45.70637,-45.113,-46.29092,-45.042,-43.378,-46.12,-47.663,-47.364,-41.4,-41.127,-48.415,-43.635,-42.205,-31.748,-28.005,-28.005
        Peru,net imports ,Central & South America,0,0,0,0,0,-0.008,0,0,0,-0.063,-0.112,0.005,0.003,0,-0.013,-0.0545,-0.016,0.0166,0.0212,0.06005,0.037,0.037
        Puerto Rico,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Kitts and Nevis,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Lucia,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Vincent/Grenadines,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Suriname,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.32,0.443,0.129,0.439,0.891,0.808,0.8183,0.8,0.8
        The Bahamas,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Trinidad and Tobago,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Turks and Caicos Islands,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        U.S. Virgin Islands,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Uruguay,net imports ,Central & South America,0.386,-1.042,-1.759,-0.705,2.248,0.744,2.819,-0.206,0.934,1.225,-0.324,0.451,0.548,-0.207,-1.267,-1.319,-0.755,-1.459,-1.182044,-3.011,-0.634,-1.080473638
        Venezuela,net imports ,Central & South America,-0.045,-0.029,0.135,-0.415,0.383,-0.584,-0.549,-0.54,-0.467,-0.373,0,0.249,0.48,0.715,-0.865,-0.974,-1.107,-1.064,-1.023,-0.87,-0.652,-0.652
        Algeria,installed capacity ,Africa,6.398,6.4,6.835,6.845,7.251,7.499,7.899,8.134,8.134,11.327,11.3271,11.4471,13.0231,15.025,15.8791,17.119,19.078,19.602,21.208,21.695,21.694,21.694
