Country,Features,Region,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
        Niue,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        North Korea,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Northern Mariana Islands,exports ,Asia & Oceania,,,,,,,,,,,,,,,,,,,,,,ie
        Pakistan,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Papua New Guinea,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Philippines,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Samoa,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Singapore,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Solomon Islands,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        South Korea,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Sri Lanka,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Taiwan,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Thailand,exports ,Asia & Oceania,0.149922702,0.167524222,0.187835653,0.206114282,0.253059754,0.501087486,0.586128125,0.744679257,0.961094251,1.305501083,1.313651456,1.335339387,1.911847914,1.794222323,2.066299134,2.266805599,1.436331849,1.105965318,1.093169882,2.882013172,2.617582546,2.617582546
        Timor-Leste,exports ,Asia & Oceania,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Tonga,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Tuvalu,exports ,Asia & Oceania,,,,,,,,,,,,,,,,,,,,,,
        U.S. Pacific Islands,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Vanuatu,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Vietnam,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0.373,0.964,1.087,1.224,1.337,0.885,1.416,1.409,1.65,1.509,2.067,1.555,1.555
        Wake Island,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Bahrain,exports ,Middle East,0,0,0,0,0,0,0,0,0.275,0,0.019,0.107,0.19,0.053,0.237,0.213,0.293,0.513,0.447,0.447,0.447,0.447
        Iran,exports ,Middle East,0.86,1.049,0.791,0.919,1.837,2.761,2.775,2.52,3.875,6.152,6.707,8.668,11.029,11.586,9.66,6.822,6.688,8.172,6.295,6.365,6.365,6.365
        Iraq,exports ,Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Israel,exports ,Middle East,1.457,1.399,1.387,1.47,1.459,1.667,1.844,2.081,3.666,3.783,3.966,4.222,4.434,4.675,4.844,5.197,5.553,5.649,5.863,6.311,6.243,6.523
        Jordan,exports ,Middle East,0.005,0.002,0,0.003,0,0.004,0.013,0.176,0.323,0.139,0.058,0.086,0.104,0.059,0.064,0.05,0.046,0.057,0.094,0.098,0.1901,0.170211879
        Kuwait,exports ,Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Lebanon,exports ,Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Oman,exports ,Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Palestinian Territories,exports ,Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Qatar,exports ,Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saudi Arabia,exports ,Middle East,0,0,0,0,0,0,0,0,0,0,0.003,0.074,0.4697,0.482,0.5153,0.5117,1.0622,0.0378,0.385,0.033,0.832,0.301707833
        Syria,exports ,Middle East,0,0,0,0.367,0.664,0.903,1.142,0.991,0.59,0.614,1.043,1.192,0,0.529,0.138,0.262,0.067,0.543,0.543,0.347,0.317,0.317
        United Arab Emirates,exports ,Middle East,0,0,0,0,0,0,0,0,0,0,0,0.036,0.249,0.242,0.276,0.249,0.506,0.617,0.517,0.257,0.235,0.235
        Yemen,exports ,Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Bermuda,exports ,North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Canada,exports ,North America,48.515476,38.401598,36.536479,29.324625,33.007487,43.528075,42.735776,50.330737,56.021682,51.781541,44.388476,51.516788,57.864641,62.246287,59.45562,72.952424,73.103171,72.039761,61.401035,60.348987,67.396493,48.140421
        Greenland,exports ,North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Mexico,exports ,North America,0.195,0.271,0.344,0.953,1.346,1.788,1.299,1.451,1.452,1.249,1.348001,1.293001,1.116001,1.24,2.652999,2.320001,1.968001,1.804002,2.426,3.0840002,5.955,6.028
        Saint Pierre and Miquelon,exports ,North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        U.S. Territories,exports ,North America,,,,,,,,,,,,,,,,,,,,,,
        United States,exports ,North America,14.829382,16.473292,15.795681,23.9747034,22.897863,19.150968,24.271335,20.143592,24.198159,18.137984,19.10618,15.048552,11.995649,11.373207,13.298253,9.099889,6.214017,9.370803,13.804492,20.008032,14.134679,13.841163
        Antarctica,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Antigua and Barbuda,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Argentina,exports ,Central & South America,6.023,5.662,2.856,2.543,4.144,4.14,5.06,2.676,2.975,2.445,1.701,1.263,0.506,0.247,0.166,0.055,0.329,0.069,0.28,0.261,3.089,3.851
        Aruba,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Barbados,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Belize,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Bolivia,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Brazil,exports ,Central & South America,0.004,0.006,0.01,0.006,0.007,0.16,0.283,2.034,0.689,1.08,1.257,2.544,0.467,0,0.003,0.219,0.518,0.156,0.001,0.199,0.395,0.044
        British Virgin Islands,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Cayman Islands,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Chile,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.039,0,0,0,0
        Colombia,exports ,Central & South America,0.037,0.21,0.618,1.182,1.682,1.758,1.813,0.87669,1.473,1.077,0.798,1.543,0.715,1.377,0.849,0.46,0.045,0.009,0.016,0.005841,0.250795,0
        Costa Rica,exports ,Central & South America,0.497,0.379,0.478,0.273,0.44,0.07,0.06,0.03955,0.166,0.134,0.135,0.32,0.402,0.484,0.555,0.643375,0.656812778,0.7414726,0.8129239,0.7120474,1.2414763,1.009
        Cuba,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Dominica,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Dominican Republic,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Ecuador,exports ,Central & South America,0,0,0,0.067,0.035,0.016,0.00123,0.03853,0.038,0.021,0.01,0.014,0.012,0.029,0.047,0.046,0.402,0.212,0.256,1.827,1.341,1.341
        El Salvador,exports ,Central & South America,0.112,0.044,0.051,0.103,0.084,0.038,0.009,0.007,0.089,0.079,0.089,0.102,0.078,0.091,0.208,0.064,0.078,0.09,0.065,0.158,0.131,0.117125554
        Falkland Islands,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        French Guiana,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ie,ie
        Grenada,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Guadeloupe,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ie,ie
        Guatemala,exports ,Central & South America,0.827,0.336,0.44,0.428,0.464,0.339,0.09,0.13188,0.076,0.094,0.139,0.193,0.346,0.588,1.207,1.087,1.335,1.858,2.5,2.19,1.156,1.156
        Guyana,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Haiti,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Honduras,exports ,Central & South America,0.005,0,0,0,0.01451,0.003,0,0,0.012,0.052,0.013,0.001,0.001,0.008,0.004,0.002,0.016,0.025,0.008,0.54,0.458,0.458
        Jamaica,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Martinique,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ie,ie
        Montserrat,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Netherlands Antilles,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Nicaragua,exports ,Central & South America,0.001,0,0.007,0.021,0.022,0.008,0.009,0,0.00003,0.002,0.043,0.041,0.003,0.01623,0.049,0.022,0.018,0.001,0,0.000151,0,0
        Panama,exports ,Central & South America,0.018,0.118,0.049,0.179,0.129,0.051,0.049,0.12488756,0.031,0.095,0.039,0.008,0.059,0.071,0.098,0.139,0.398,0.318,0.326,0.427,0.567,0.567
        Paraguay,exports ,Central & South America,47.358,39.137,41.777,45.18,45.005,43.792,45.707,45.113,46.291,45.042,43.378,46.12,47.663,47.364,41.4,41.127,48.415,43.635,42.205,31.748,28.005,28.005
        Peru,exports ,Central & South America,0,0,0,0,0,0.008,0,0,0,0.063,0.112,0.001,0.002,0,0.013,0.055,0.038,0,0,0,0,0
        Puerto Rico,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Kitts and Nevis,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Lucia,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Vincent/Grenadines,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Suriname,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        The Bahamas,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Trinidad and Tobago,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Turks and Caicos Islands,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        U.S. Virgin Islands,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Uruguay,exports ,Central & South America,0.942,1.377,2.288,1.139,0.1,0.841,0.016,0.995,0.029,0.243,0.711,0.019,0.194,0.207,1.267,1.321,0.779,1.462,1.196,3.011,1.148,1.594473638
        Venezuela,exports ,Central & South America,0.059,0.211,0.421,0.451,0.484,0.584,0.549,0.54,0.569,0.633,0,0,0,0,0.889,0.974,1.107,1.064,1.023,0.87,0.652,0.652
        Algeria,net imports ,Africa,-0.069,-0.046,-0.022,0.011,0.014,0.084,0.082,0.006,-0.049,-0.032,-0.067,-0.142,-0.049,-0.089,-0.191,-0.031,-0.25,-0.343,-0.091,-0.142,-0.061,-0.096598641
        Angola,net imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Benin,net imports ,Africa,0.37,0.42,0.437,0.52,0.578,0.595,0.59,0.579,0.662,0.866,1.006,1.012,1.099,1.077,0.939,1.048,1.089,1.111321,1.293173,1.091,0.644,0.644
        Botswana,net imports ,Africa,0.986,1.183,1.473,1.874,1.91,1.975,2.207,2.519,2.728,2.793,2.985,3.139,3.272,2.819,1.684,1.468,1.65,1.288,1.189452,1.746238,1.83769,1.83769
        Burkina Faso,net imports ,Africa,0,0.0667,0.1105,0.0692,0.0962,0.1253,0.1393,0.124,0.1357,0.1446,0.3845,0.4952,0.5149,0.5316,0.488382,0.443,0.6297,0.6454,0.8374,1.087266,1,1.061478571
        Burundi,net imports ,Africa,0.03,0.035,0.035,0.052,0.063,0.071,0.075,0.077,0.076,0.092,0.095,0.099,0.099,0.103,0.091,0.096,0.1,0.1,0.1,0.1,0.1,0.1
        Cabo Verde,net imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Cameroon,net imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,1.125,0.754,0.729,0.018,0.017,0.018243,0.01937,0.019134,0.02,0.01987146
        Central African Republic,net imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Chad,net imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Comoros,net imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Congo-Brazzaville,net imports ,Africa,0.26,0.25,0.4,0.359,0.404,0.418,0.411,0.449,0.436,0.44,0.281,0.027,0.025,0.037,-0.004,-0.02,-0.001,0,0.002,-0.021,0.002,0.002
        Congo-Kinshasa,net imports ,Africa,-1.226,-1.19,-1.314,-1.328,-1.394,-1.664,-1.309,-1.326,-0.591,-0.782,-0.755,-0.127,0.578,0.582,1.069,-0.402,-0.4,0.606,0.087,0.137,0.236,0.190506406
        Cote d'Ivoire,net imports ,Africa,-1.238,-1.156,-1.565,-1.327,-1.409,-1.398,-1.065,-0.772,-0.599,-0.484,-0.346,-0.593,-0.591,-0.82,-0.877,-0.849,-1.227,-1.84,-1.054,-1.1784,-1.2534,-1.267912172
        Djibouti,net imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345,0.3143,0.4495,0.5082,0.526,0.53,0.53,0.53
        Egypt,net imports ,Africa,-0.154,-0.239,-0.731,-0.886,-0.699,-0.778,-0.349,-0.563,-0.896,-0.935,-1.443,-1.577,-0.397,-0.399,-0.679,-0.693,-0.268,-0.344,-0.571,-0.79,-0.819,-0.815981591
        Equatorial Guinea,net imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Eritrea,net imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Eswatini,net imports ,Africa,0.62,0.639,0.799,0.8,0.697,0.864,0.936,0.983,0.919,0.909,0.806,0.813,0.822,0.86,0.978,1.077,1.064,1.02,0.942,1.044,0.914,0.919833279
        Ethiopia,net imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,-0.332,-0.563,-0.642,-0.761,-0.7,-1.303,-1.432,-1,-1.145,-1.637,-1.753928571
        Gabon,net imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0.388,0.337,0.348,0.456,0.511,0.511,0.511,0.5475
"        Gambia, The",net imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Ghana,net imports ,Africa,0.208,0.148,0.434,0.341,0.213,0.176,-0.125,0.189,-0.263,-0.554,-0.93,-0.61,-0.539,-0.503,-0.471,-0.364,0.558,0.052,-0.6,-1.303,-1.743,-1.409683107
        Guinea,net imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Guinea-Bissau,net imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Kenya,net imports ,Africa,0.198,0.172,0.222,0.189,0.147,0.0036,-0.036,-0.035,-0.016,0.012,0.001,-0.003,0.006,0.005,0.127,0.012,0.047,0.218,0.095,0.196,0.1202,0.140434255
        Lesotho,net imports ,Africa,-0.0006,0.0168,-0.0193,-0.0023,0.0189,-0.0093,0.0288,0.0415,0.0462,0.1223,0.1955,0.2208,0.289,0.2828,0.26808,0.2566,0.3704,0.3862,0.3971,0.54077,0.5417,0.5310181
        Liberia,net imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Libya,net imports ,Africa,0,0,0,0,0,0.047,0.033,-0.027,-0.048,-0.029,-0.082,-0.065,0.047,0.063,0.088,0,0.376,0.302,0.465,0.776,1.259,1.347464251
        Madagascar,net imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Malawi,net imports ,Africa,-0.0033,-0.006,-0.0065,-0.0067,-0.0075,-0.01,-0.0109,-0.0169,-0.0199,-0.0163,-0.02066,-0.01908,-0.0211,-0.02382,-0.02362,-0.02185,-0.02443,-0.02043,-0.0193,-0.0199,-0.0191,0
        Mali,net imports ,Africa,0,0,-0.1981,-0.2,-0.2,-0.4005,-0.359,-0.263,-0.333,-0.2457,-0.27235,-0.07921,-0.102,-0.1113,0.0334,-0.1687,-0.416,-0.418,-0.352,-0.356,-0.35,-0.35
        Mauritania,net imports ,Africa,0.002,0.002,0.0041,0.0772,0.069,0.1335,0.125,0.0822,0.1038,0.1085,0.115,0.127,0.138,0.174,0.183,0.183,0.2212,0.185,0.1975,0.2042,0.2,0.2
        Mauritius,net imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Morocco,net imports ,Africa,2,1.45,1.35,1.417,1.512,0.802,1.998,3.455,4.261,4.623,3.94,4.607,4.842,5.4,6.01,4.973,5.154,5.897,3.374,-0.927,0.232,0.974306484
        Mozambique,net imports ,Africa,-6.492,-5.57,-6.376,-2.28,-1.135,-2.413,-2.986,-3.779,-3.005,-4.36,-3.542,-2.933,-1.234,-0.654,-2.002,-3.3,-3.328,-1.721,-1.411,-2.495,-4.014,-3.67231591
        Namibia,net imports ,Africa,0.575,0.8,1.246,1.327,1.543,1.672,1.912,2.005,2.1,2.134,2.385,2.313,2.135,2.827,2.802,2.59,2.986,2.839,3.335,3.298,2.192,2.192
        Niger,net imports ,Africa,0.204,0.22,0.211,0.235,0.294,0.338,0.398,0.448,0.46,0.533,0.549,0.607,0.637,0.599,0.727,0.782,0.779,0.845,0.992,1.057,1.108,1.158571429
        Nigeria,net imports ,Africa,-0.022,-0.025,-0.03,-0.04,-0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Reunion,net imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
        Rwanda,net imports ,Africa,0.093,0.121,0.128,0.118,0.114,0.087,0.062,0.082,0.082,0.059,0.077,0.073,0.088,0.094,0.085,0.08,0.0736,0.0659,0.09,0.0295,0.02178,0.029826764
        Saint Helena,net imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Sao Tome and Principe,net imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Senegal,net imports ,Africa,0,0,0,0,0,0,0,0,0,0.239,0.253,0.257,0.29,0.308,0.318,0.333,0.36,0.333,0.322,0.323,0.356,0.356
        Seychelles,net imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Sierra Leone,net imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Somalia,net imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        South Africa,net imports ,Africa,1.908,0.251,0.631,-3.524,-5.228,-4.223,-3.807,-3.148,-3.596,-1.757,-2.475,-3.074,-5.029,-4.501,-2.659,-1.55,-5.994,-6.633,-4.699,-5.173,-3.818,-4.136352214
        South Sudan,net imports ,Africa,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0
        Sudan,net imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Tanzania,net imports ,Africa,0.047,0.066,0.079,0.095,0.113,0.072,0.169,0.123,0.052,0.065,0.057,0.055,0.061,0.06,0.059,0.071,0.102,0.106,0.118,0.113,0.114,0.115347777
        Togo,net imports ,Africa,0.282,0.3797,0.3307,0.3438,0.4087,0.442,0.3989,0.4757,0.5833,0.6154,0.6277,0.6958,0.6793,0.7733,0.8569,0.8573,0.4478,0.6426,0.69,0.963004,0.815,0.815
        Tunisia,net imports ,Africa,0.001,0,-0.059,-0.02,-0.028,-0.003,0.007,-0.008,-0.007,0.041,0.019,-0.03,-0.042,-0.056,-0.089,-0.097,-0.121,-0.033,-0.102,-0.159,-0.6,-0.579462853
        Uganda,net imports ,Africa,-0.164,-0.16,-0.262,-0.214,-0.191,-0.061,-0.004,-0.006,-0.022368,-0.054041,-0.043,-0.05,-0.064,-0.06,-0.1347,-0.073,-0.115,-0.2934,-0.1981,-0.279,-0.201,-0.201
        Western Sahara,net imports ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Zambia,net imports ,Africa,-1.326,-1.052,-0.675,-0.353,0.172,0.222,-0.365,-0.142,0.168,-0.579,-0.565,0.091,-0.817,-1.01,-1.243,-0.391,1.391,-0.31,-1.073,-0.778,-1.21,-1.198395983
        Zimbabwe,net imports ,Africa,5.095,4.066,4.01,3.185,2.04,2.977,3.899,2.927,1.115,1.277,0.731,0.601,0.548,0.526,-0.099,-0.101,1.851,2.218,1.016,1.108,1.982,1.754193188
        Armenia,net imports ,Eurasia,-0.415,-0.371,-0.36,-0.276,-0.752,-0.8135,-0.3996,-0.0326,-0.017,-0.045,-0.815,-1.178,-1.598,-1.165,-1.108,-1.25,-0.954,-1.121,-1.423,-0.958,-1.013,-0.627
        Azerbaijan,net imports ,Eurasia,0.522,0.234,1.475,1.629,1.365,1.202,0.887,-0.238,-0.596,-0.27,-0.362,-0.677,-0.539,-0.368,-0.365,-0.157,-0.982,-1.175,-1.3138,-1.354,-1.014,-1.521
        Belarus,net imports ,Eurasia,7.236,4.602,4.887,5.013,3.252,4.036,4.36,4.344,1.84,4.471,2.7,5.585,7.601,6.37,3.318,2.622,3.021,2.585,-0.991,-2.339,-0.5,-0.295931835
        Former U.S.S.R.,net imports ,Eurasia,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Georgia,net imports ,Eurasia,0.252,0.273,0.447,0.912,1.281,1.346,0.616,-0.198,-0.117,-0.485,-1.26,-0.453,0.087,0.034,0.249,0.039,-0.08,0.8113,0.92,1.383,1.4563,1.615
        Kazakhstan,net imports ,Eurasia,3.015,1.798,0.389,-1.469,-2.169,-0.13,0.225,0.075,0.286,-0.669,1.157,0.791,1.319,-0.849,-1.168,0.004,-1.253,-4.364,-3.481,-0.484,-0.754,-0.846779093
        Kyrgyzstan,net imports ,Eurasia,-2.803,-1.843,-0.677,-1.608,-3.328,-2.684,-2.512,-2.375,-0.766,-1.199,-1.712,-2.674,-1.663,-0.147,0.214,0.545,0.131,-1.215,-0.755,-0.002,0.051,0.051402348
        Moldova,net imports ,Eurasia,1.8,1.5,2.242,3.452,2.937,3.141,3.512,2.931,2.958,1.464,1.464,0.666,0.846,1.456,0.731,0.018,0.004,1.134,0.956,0.644,0.167,3.431
        Russia,net imports ,Eurasia,-14.05,-15.94,-8.097,-13.379,-7.621,-12.381,-15.812,-12.798,-17.633,-14.8571,-17.447,-22.553,-16.482,-13.676,-8.048,-11.658,-14.5,-10.596,-12.602,-18.431,-8.666,-17.675
        Tajikistan,net imports ,Eurasia,1.45,1.195,1.326,0.008,0.359,0.251,0.609,0.102,0.876,0.057,0.146,-0.025,-0.661,-0.944,-1.293,-1.337,-1.325,-1.311,-2.386,-2.894,-1.491,-1.432239975
        Turkmenistan,net imports ,Eurasia,-1,-1.85,-1.056,-1.065,-1.173,-1.26,-1.34,-1.46,-1.476,-1.568,-2.41,-2.55,-2.72,-2.85,-3.21,-3.201,-3.201,-3.201,-3.201,-3.201,-3.201,-3.201009497
        Ukraine,net imports ,Eurasia,-3.8,-3.059,-3.115,-4.939,-5.326,-8.353,-10.437,-9.171,-6.73,-4.269,-4.055,-6.29,-11.472,-9.89,-8.434,-1.35,-3.753,-5.176,-6.067,-4.045,-2.4192,-0.944764583
        Uzbekistan,net imports ,Eurasia,1.276,0.494,-0.083,-0.083,-0.073,-0.082,-0.085,0.982,0.1,-0.046,-1.169,-0.734,-0.67,-0.882,-0.779,-1.29,-1.496,-0.64,-0.394,1.312,2.52,2.52
        Albania,net imports ,Europe,1.078,1.731,2.142,0.916,0.477,0.371,0.611,2.838,2.434,1.478,-1.93,3.475,3.23,2.323,3.067,1.399,1.785,2.914628,-0.91352,2.406035,2.276,-0.548
        Austria,net imports ,Europe,-1.368,0.215,0.699,5.613,3.081,2.665,6.85,6.619,4.862,0.78,2.436623,8.199357,2.802965,7.270456,9.274725,10.061517,7.159271,6.545913,8.946805,3.1285828,2.1958117,7.5431563
        Belgium,net imports ,Europe,4.326,9.106,7.588,6.41,7.777,6.304,10.157,6.779,10.597,-1.835,0.551001,2.537001,9.936001,9.64,17.603,20.999001,6.182999,6.0216,17.3274999,-1.8545961,-0.3328922,-7.8763558
        Bosnia and Herzegovina,net imports ,Europe,-0.969,-1.089,-1.114,-0.999,-1.945,-1.377,-2.108,-0.601,-1.645,-2.99,-3.829,-1.489,-0.044,-3.695,-2.836,-2.135,-3.757,-1.841,-4.606,-3.74,-4.051,-4.755
        Bulgaria,net imports ,Europe,-4.62,-7.187,-6.295,-5.489,-5.879,-7.581,-7.743,-4.475,-5.344,-5.073,-8.446,-10.661,-8.308,-6.181,-9.455,-10.575,-6.372,-5.481,-7.807,-5.81,-3.408264,-8.778
        Croatia,net imports ,Europe,4,3.156,3.135,3.357,3.043,4.479,5.068,5.978,6.012,5.003,3.968,7.155,7.431,3.869,3.953,6.789,5.531,6.954,5.387,6.133,4.639,3.116312616
        Cyprus,net imports ,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
